question_id,answer,percentage
437,"Wrinkles",43
437,"Baldness",23
437,"Gain Weight",18
437,"Nose/Ear Hair",5
437,"Lose Teeth",4
437,"Lose Hearing",3
438,"Movie",31
438,"Book",27
438,"Family",12
438,"Drugs/Addiction",11
438,"Romance",8
438,"losing weight",5
439,"Toilet Paper",32
439,"Towels",29
439,"Soap",18
439,"Toothpaste",7
439,"Shampoo",5
439,"Lotion",3
440,"Pizza",30
440,"Spaghetti",20
440,"TV Dinners",15
440,"Hot Dogs",12
440,"Sandwiches",10
440,"Mac And Cheese",6
441,"Hat",36
441,"Shorts",25
441,"Mini Skirt",15
441,"Tank Top",15
441,"Jewelry",3
441,"Make Up",3
442,"Make Up",47
442,"Feminine Products",24
442,"Perfume",9
442,"Brush",6
442,"Lotion",4
442,"Mirror",3
443,"Doctor",30
443,"Police Officer",26
443,"Actor",16
443,"Lawyer",12
443,"Detective",7
443,"Model",5
444,"Tall",40
444,"Strong",15
444,"Ugly",15
444,"Big",10
444,"Terrifying",10
444,"Monstrous",4
445,"Grouchy",28
445,"Grumpy",21
445,"Crabby",18
445,"Cranky",13
445,"Angry",7
445,"Moody",5
446,"Anniversary",53
446,"Apology",16
446,"It’s her birthday",12
446,"Valentine’s Day",6
446,"To express love",4
446,"Mother’s Day",2
447,"Car",50
447,"House",18
447,"TV",12
447,"Jewelry",8
447,"Computer",6
447,"Name Brand Clothes",5
448,"Model",33
448,"Hair Stylist",26
448,"Actor",22
448,"Rock star",8
448,"Food server",7
448,"News Anchor",3
449,"Letters",43
449,"Stickers",26
449,"Hair",11
449,"Ticket Stubs",8
449,"Drawings",5
449,"News Clippings",4
450,"Christmas",48
450,"Wedding",20
450,"Birthday",11
450,"Vacation",8
450,"Shopping Trip",6
450,"Night Out",4
451,"Spend Time With Kids",24
451,"Set Own Hours",17
451,"Dress Casual",15
451,"Sleep In",10
451,"Rest",10
451,"No Boss",10
452,"Urinating",61
452,"Running",11
452,"Skinny Dipping",8
452,"Dive In Shallow Part",5
452,"Fighting",5
452,"Not Following Rules",4
453,"Green Skin",31
453,"No Pulse",26
453,"Insomnia",15
453,"Bloody Sores",10
453,"Falling Apart",7
453,"Odd Appetite",7
454,"Work",34
454,"Pay Bills",25
454,"Cook",13
454,"Clean/Laundry",13
454,"Doctor/Dentist",7
454,"Oil Change",6
455,"Rock",38
455,"Hip Hop",35
455,"Heavy Metal",17
455,"Classical",4
455,"Jazz",3
455,"Opera",3
456,"Pitcher",27
456,"catcher",24
456,"shortstop",20
456,"First Base",10
456,"Batter",9
456,"Outfield",7
457,"Lifeguard",31
457,"Gardening",26
457,"Theme Park Employees",15
457,"Ice Cream Vendor",9
457,"Construction",7
457,"Painter",5
458,"Eye Patch",32
458,"Hook",24
458,"Hat",21
458,"Wooden Leg",7
458,"Sword",6
458,"Parrot",5
459,"Pass gas",25
459,"Cough",20
459,"Caught talking",15
459,"Get the giggles",14
459,"Baby cries",13
459,"Phone rings",11
460,"Hold Breath",34
460,"Cover Mouth",24
460,"Bite Lip",21
460,"Think Of something Sad",7
460,"Look Away",6
460,"Pinch Yourself",6
461,"Food Server",31
461,"Salesperson",25
461,"Doctor",15
461,"Mechanic",13
461,"Nurse",8
461,"Police Officer",5
462,"People",37
462,"Bench",23
462,"Bus",13
462,"Bus signs",10
462,"Bus schedule",8
462,"Poster",6
463,"Penne",24
463,"Lasagna",19
463,"Fettucini",17
463,"Rotini",16
463,"Linguine",9
463,"Ravioli",8
464,"Bar Of Soap",34
464,"Wash Cloth/Loofah",28
464,"Bubble Bath/Salts",13
464,"Shampoo",11
464,"Rubber Ducky",8
464,"Razor",3
465,"Sleep",38
465,"Play On Phone",24
465,"Visit Snackbar",19
465,"Whisper",9
465,"Kiss",5
465,"Read",3
466,"Drink Alcohol",44
466,"Drive",31
466,"Vote",9
466,"Smoke",7
466,"Gamble",4
466,"Retire",3
467,"Riding Horses",54
467,"Roping",21
467,"Shooting",6
467,"Hunting",6
467,"Stealing Cattle",3
467,"Rodeo",3
468,"Dorothy",44
468,"Toto",16
468,"Tin Man",12
468,"Yellow Brick Road",11
468,"Wicked Witch",10
468,"Ruby Slippers",5
469,"Cheating",44
469,"Drunk",15
469,"Smoking",12
469,"Winning Too Much",10
469,"Loud",7
469,"Rude",4
470,"Sarah",35
470,"Sue/Susan/Suzanne",17
470,"Samantha",17
470,"Stephanie",15
470,"Sally",7
470,"Sandy",5
471,"Call 911",31
471,"Suck Out Venom",24
471,"Run And Get Help",13
471,"Take Them To Hospital",10
471,"call A Doctor",10
471,"Scream",6
472,"Photographer",41
472,"Director",14
472,"Artist",13
472,"Actor",13
472,"Musician",10
472,"Screenwriter",4
473,"Colonel Sanders",30
473,"Mashed potatoes",27
473,"Coleslaw",17
473,"Biscuits",13
473,"Corn on the cob",5
473,"Secret recipe",2
474,"Newspaper",38
474,"Email/Web",27
474,"Bible",14
474,"Book",10
474,"Magazines",6
474,"Signs",5
475,"Playing Video Games",31
475,"Talking On The Phone",18
475,"Watching TV",18
475,"Chasing Girls",12
475,"Listening To Music",9
475,"Sleeping",5
476,"Worm",30
476,"Ants",27
476,"Spider",12
476,"Dirt",11
476,"Roly Poly",9
476,"Slug",4
477,"Pictures",65
477,"Animal Characters",11
477,"Princess",7
477,"Once Upon A Time",4
477,"Pop Up Pages",4
477,"Small Words",3
478,"Gloves",66
478,"Trainer",19
478,"Mouth Guard",3
478,"Cup",3
478,"Stamina",2
478,"Speed",2
479,"Scream",42
479,"Swing From Ceiling",27
479,"Eat With Fingers",8
479,"Wear A Loin Cloth",8
479,"Grunt",4
479,"Stand On The Table",4
480,"TV",40
480,"Refrigerator",27
480,"Clock",9
480,"Computer",7
480,"Telephone",6
480,"Stereo",5
481,"Slim",36
481,"Twig",19
481,"Beanpole",18
481,"Skin And Bones",10
481,"Toothpick",5
481,"Stick",5
482,"Dolls",33
482,"Stamps",30
482,"Action Figures",18
482,"Baseball Cards",9
482,"Comic Books",6
482,"Stuffed Animals",3
483,"Work",30
483,"School",23
483,"Bar",20
483,"Place Of Worship",15
483,"Internet",6
483,"Summer Camp",4
484,"Coat",22
484,"Helmet",22
484,"Jockstrap",13
484,"Bulletproof Vest",11
484,"Hat",11
484,"Sunscreen",9
485,"Suntan",47
485,"Sunburn",26
485,"Sand",12
485,"Wet",4
485,"Beach Smell",3
485,"Swim Suit",2
486,"Get Mail/Newspaper",37
486,"Emergency/Fire",24
486,"They’re Cold",18
486,"They’re Lazy",13
486,"Pajama Party",5
486,"Take Out Trash",3
487,"Hot Sauce",36
487,"Ketchup",17
487,"Spaghetti Sauce",16
487,"Barbque Sauce",13
487,"Alfredo",13
487,"Teriyaki",8
488,"Batman",33
488,"Spiderman",21
488,"Zorro",20
488,"Jason Vorhees",14
488,"Lone Ranger",6
488,"The Mask",3
489,"Their Wealth",38
489,"Their Conquests",34
489,"Their Looks",10
489,"Their Job",5
489,"Their Education",3
489,"Their Car",3
490,"Strong Wind",46
490,"Dark Sky/Clouds",23
490,"Hail",9
490,"Rain",8
490,"Siren",6
490,"Thunder Storm",5
491,"Laundry",48
491,"Names",21
491,"Toys",11
491,"Birthdays",9
491,"Food",7
491,"Toothbrush",3
492,"Seats",54
492,"Bathroom",21
492,"Floor",10
492,"Pillows/Blankets",6
492,"Windows",3
492,"Tray Tables",3
493,"Dragon",42
493,"Ogre",24
493,"Witch",13
493,"Monster",8
493,"Beast",5
493,"Troll",3
494,"Money",50
494,"Comb Over",11
494,"The Apprentice",9
494,"Real Estate",8
494,"Ivana",7
494,"Trump Towers",7
495,"Too Small",70
495,"They Stink",10
495,"They Are Dirty",5
495,"No Ventilation",4
495,"No Smoking",3
495,"Turbulence",2
496,"Undress",30
496,"Cough",25
496,"Wait",20
496,"Open Mouth",9
496,"Bend Over",7
496,"Urine Sample",6
497,"Valentines Day",31
497,"Her Birthday",22
497,"Christmas",18
497,"At A Wedding",11
497,"Anniversary",8
497,"Vacation",7
498,"Poker",41
498,"Bridge",14
498,"Uno",14
498,"Solitaire",8
498,"Gin Rummy",7
498,"War",7
499,"Napkin",75
499,"Paper Towel",8
499,"Handkerchief",5
499,"Tissue",5
499,"Sleeve",2
499,"Wash Cloth",2
500,"Main",64
500,"Elm",15
500,"First",5
500,"Martin Luther King",5
500,"Broadway",5
500,"Washington",3
501,"Bat",45
501,"Mitt",31
501,"Baseball",9
501,"Batting Gloves",6
501,"Chewing Tobacco",4
501,"Water Bottle",2
502,"Black",41
502,"Red",19
502,"Green",16
502,"Blue",9
502,"Grey",8
502,"White",6
503,"Bones",41
503,"Dirt",20
503,"Treasure",18
503,"Flowers/Plants",6
503,"Weeds",6
503,"Worms",4
504,"ABC’S",30
504,"Reading",29
504,"Math",15
504,"Writing",9
504,"Spelling",9
504,"Writing Name",4
505,"Bill Collector",40
505,"Telemarketer",22
505,"Parents",13
505,"Boss",10
505,"In Laws",7
505,"Your Ex",5
506,"10",52
506,"15",23
506,"12",9
506,"8",8
506,"9",5
506,"7",3
507,"Play Teacher/Go To Job",22
507,"Dress Up/Make Up",21
507,"Go To Doctor",18
507,"Cook",12
507,"Have A Wedding",12
507,"Act Like Mom/Dad",8
508,"Cave",39
508,"Canyon",37
508,"Hallway",10
508,"Phone Booth",4
508,"Mountain",4
508,"Bathroom",2
509,"Umbrella",31
509,"Rain Coat",20
509,"Bug Spray",16
509,"Food/Water",15
509,"Hat",6
509,"Binoculars",5
510,"High Heels",24
510,"Jeans",23
510,"Dress/Skirt",21
510,"Bathing Suit",12
510,"Business Suit",11
510,"Boots",5
511,"Smoking",39
511,"Fighting",21
511,"Alcohol/Drugs",17
511,"Skipping School",14
511,"Swearing",5
511,"Breaking Curfew",3
512,"Hairspray",46
512,"Gel",18
512,"Mousse",11
512,"Rubber Band",9
512,"Comb",5
512,"Brush",4
513,"Big Building",22
513,"Statue Of Liberty",21
513,"Traffic",18
513,"Crowded",13
513,"Smog",9
513,"Cabs",7
514,"Turning Green",39
514,"Ears Grow",35
514,"Growing Antennas",8
514,"Eyes Get Bigger",6
514,"Glowing",4
514,"Can’t Speak",2
515,"Yearbook",55
515,"Class Ring",18
515,"Diploma",13
515,"Pictures",3
515,"Books",2
515,"Cap And Tassel",2
516,"Bell",25
516,"Talking",24
516,"Yelling",22
516,"Laughing",10
516,"Ingrown Toenail",7
516,"Cell Phones",5
517,"Bed",40
517,"Towels",28
517,"TV",15
517,"Bible",7
517,"Soap",4
517,"Coffeemaker",3
518,"Rain",47
518,"Blizzard",21
518,"Thunder Strorm",12
518,"Tornado",9
518,"Hurricane",4
518,"Cold Temperature",3
519,"Near The Fireplace",37
519,"Home",28
519,"In A Warm Bed",14
519,"In A Warm Place",5
519,"Mountains",5
519,"Cozy Cottage",4
520,"Mother",53
520,"Ex",17
520,"Administrative Assistant",11
520,"Sister",7
520,"Female Friend",5
520,"Daughter",3
521,"Magnifying Glass",42
521,"Book",38
521,"Notebook",5
521,"Pen",5
521,"Flashlight",4
521,"Detectives Hat",4
522,"Cook/Baker",29
522,"Doctor",25
522,"Exotic Dancer",13
522,"Hair Stylist",11
522,"Actor/Model",11
522,"Dishwasher",8
523,"Bacon",45
523,"Coffee",25
523,"Eggs",11
523,"Pancakes",11
523,"Sausage",4
523,"Donuts",3
524,"Not Enough Food",33
524,"Animals Getting Sick",21
524,"Boat Sinking",17
524,"Leaks",8
524,"When Rain Would End",6
524,"Drowning",6
525,"TV",27
525,"Bed",18
525,"Telephone",17
525,"Kitchen",16
525,"Running Water",9
525,"Family",6
526,"Ping Pong",36
526,"Rowing",34
526,"Paddle Ball",19
526,"Racquetball",4
526,"Cricket",3
526,"Frat Initiation",2
527,"Smooch",44
527,"Peck",32
527,"Smack",8
527,"Lip Lock",6
527,"Sugar",3
527,"French",3
528,"Blender",24
528,"Dish Washer",17
528,"Coffe Maker",17
528,"TV",16
528,"Microwave",11
528,"Fridge",9
529,"Money",32
529,"Personal Products",24
529,"Tissue",18
529,"Mace/Weapon",12
529,"Medicine",6
529,"Gum",5
530,"Money",33
530,"Pen",19
530,"Lipstick",18
530,"Hygeine Product",15
530,"Tissue",8
530,"Gum/Candy",5
531,"Credit Card",31
531,"Electric/Lights",23
531,"Food",19
531,"Phone",11
531,"Transportation/Gas",8
531,"Heat",5
532,"Can Fly",38
532,"Wears Cape",26
532,"No Kryptonite",14
532,"Has Xray Vision",8
532,"Strong",6
532,"Hero",4
533,"Race Car",29
533,"Truck",28
533,"Motor Cycle",15
533,"Mustang",8
533,"Corvette",6
533,"Hummer",5
534,"Purse",51
534,"Watch",20
534,"Belt",8
534,"Sunglasses",6
534,"Scarf",5
534,"Jewelry",5
535,"Giggle",33
535,"Play Dolls",27
535,"Dress Up/Makeover",16
535,"Play House",11
535,"Tea Party",6
535,"Jump Rope",4
536,"A1 Sauce",43
536,"Teriyaki",18
536,"BBQ Sauce",16
536,"Soy Sauce",12
536,"Tobasco",6
536,"Ketchup",5
537,"Kick Butt",46
537,"Kick Boxing",30
537,"A Kick Out Of You",9
537,"Kick Ball",7
537,"Kick It In",4
537,"Kick Off",4
538,"Sports Illustrated",38
538,"Time",30
538,"G.O.",10
538,"Vogue",8
538,"Rolling Stone",4
538,"Money",3
539,"Printer",41
539,"Mouse",21
539,"Keyboard",14
539,"Phone",9
539,"Router",9
539,"Monitor",6
540,"Weight",31
540,"Time",23
540,"Going Down Chiminy",18
540,"Weather",14
540,"Not Enough Elves",4
540,"Naughty Kids",4
541,"Two Timing",46
541,"Lives With Parents",22
541,"Parties Alot",13
541,"Young",7
541,"Hung Up On Ex",5
541,"No Job",3
542,"Short Wait",31
542,"Good News",26
542,"TV",17
542,"Magazine",11
542,"Food/Drink",9
542,"Pain Meds",4
543,"Hair",31
543,"Clothes",24
543,"Careers",20
543,"Address",9
543,"Last Name",7
543,"Partners",4
544,"Restaurant",49
544,"Shoe Store",25
544,"Jewelry",11
544,"Cell Phone",5
544,"Music Store",4
544,"Pet Store",4
545,"Television",41
545,"Bed",37
545,"Table",7
545,"Mini Bar",6
545,"Couch",5
545,"Picture",4
546,"Construction",32
546,"Cowboy",21
546,"Firefighter",18
546,"Army",16
546,"Farmer",4
546,"Police Officer",3
547,"Bread",33
547,"Spicy Food",26
547,"Crackers",16
547,"Peanut Butter",9
547,"Cake/Pie",8
547,"Pretzels",5
548,"Rub Them together",75
548,"Put On Gloves",12
548,"Blow On Them",5
548,"Put Under Warm Water",2
548,"Sit On Them",2
548,"Put In Pocket",2
549,"Hoagie",43
549,"Ham",15
549,"Cheese Steak",11
549,"Pastrami",11
549,"Meatball",10
549,"Reuben",3
550,"Car",52
550,"Airplain",28
550,"Boat",11
550,"Tractor",4
550,"Motorcycle",3
550,"Robot Dog",2
551,"Water Polo",63
551,"Swimming",14
551,"Water Ski",8
551,"Marco Polo",7
551,"Diving",2
551,"Sailing",2
552,"Wedding",26
552,"Easter",23
552,"Halloween",20
552,"Church",15
552,"Christmas",9
552,"School Picture Day",4
553,"Whale",23
553,"Sand/Rocks",21
553,"Star Fish",17
553,"Coral",16
553,"Sea Shells",11
553,"Sea Horse",6
554,"Pool",32
554,"Bar/Restaurant",24
554,"Casino",18
554,"Beds",8
554,"Entertainment",7
554,"Staff",4
555,"The Tree",31
555,"Gifts/Gift Wrap",20
555,"Ornaments/Figurines",18
555,"Lights",11
555,"Turkey/Bones",10
555,"Stockings",6
556,"Lawyer",52
556,"Model",15
556,"Sales Person",9
556,"Banker",9
556,"CEO",7
556,"Teacher",4
557,"Teacher",48
557,"Grade",19
557,"Uniform/Dress Code",9
557,"Age",8
557,"Friends",6
557,"Textbooks",4
558,"Bones",31
558,"Dog Food/Treats",24
558,"Their Owner",11
558,"Other Dogs",11
558,"Going For A Walk",7
558,"Toys",7
559,"Tom",54
559,"Tim",14
559,"Tony",11
559,"Terry",6
559,"Taylor",5
559,"Travis",3
560,"Yell",56
560,"Throw Things",13
560,"Argue",11
560,"Curse",7
560,"Cry",7
560,"Turn Red",3
561,"Diary",34
561,"Music",25
561,"Computer",20
561,"Clothes",11
561,"Magazines",6
561,"TV",3
562,"Elephant",31
562,"Lion/Big Cats",27
562,"Snake",15
562,"Birds",11
562,"Shark",8
562,"Whales",5
563,"Mace",43
563,"Stick",23
563,"Treats",16
563,"Bone",8
563,"Meat",5
563,"Whistle",3
564,"Bruce Willis",42
564,"Vin Diesel",26
564,"Sean Connery",10
564,"Telly Savalis",8
564,"Brad Pitt",7
564,"Danny Devito",4
565,"Friends/Popularity",43
565,"Clothes",14
565,"Talking On Phone",13
565,"Car/Driving",11
565,"Music",8
565,"Dating",5
566,"Kindergarten",56
566,"Dentist",13
566,"Pediatrician",10
566,"Circus",6
566,"To Get A Hair Cut",4
566,"Daycare",4
567,"Jack Nickleson",27
567,"Al Pacino",19
567,"Clint Eastwood",15
567,"Robert Dinero",13
567,"Christopher Wakin",10
567,"Dennis Hooper",9
568,"On A Diet",43
568,"Allergic",20
568,"Don’t Celebrate",15
568,"Too Old",12
568,"Don’t Like cake",5
568,"Diabetic",3
569,"Point",63
569,"Pick Nose",23
569,"Apply Makeup",6
569,"Wear A Ring",4
569,"Scratch",2
569,"Dial A Phone",2
570,"Religous Scripture",58
570,"Dictionary",21
570,"Little Black Book",6
570,"Daily Planner",4
570,"Atlas",4
570,"Diary",3
571,"Hickey",46
571,"Tattoo",24
571,"Piercing",15
571,"Revealing Clothes",6
571,"Make Up",5
571,"Diary",3
572,"Mail",30
572,"Safe/Lock Box",21
572,"Dresser Drawers",16
572,"Jewelery Box",13
572,"Purse/Wallet",11
572,"Diary/Journal",7
573,"Death",49
573,"A Casket",20
573,"Black Suit",7
573,"A Funeral",6
573,"A Hearse",6
573,"Dig A Ditch",6
574,"God",51
574,"Fans",16
574,"Parents",15
574,"Partner",6
574,"Producer",5
574,"Director",3
575,"Ball",28
575,"Snowballs",17
575,"Water Balloons",17
575,"Toys",13
575,"Food",12
575,"Dirt ",6
576,"Beer",46
576,"Dirty Clothes",28
576,"Grades",9
576,"Sweetheart",5
576,"Cigarettes",4
576,"Dirty Dishes",4
577,"Color",47
577,"License Plate",34
577,"Dents",6
577,"Bumper Stickers",4
577,"Tires",3
577,"Dirty/Clean",3
578,"Boss",23
578,"Police",21
578,"Parents",19
578,"President",14
578,"Judge",10
578,"Doctor",9
579,"Airport",31
579,"Train",24
579,"Bar",19
579,"Fire Station",9
579,"Highway",7
579,"Dog",6
580,"Birds",40
580,"Wind",23
580,"Traffic",13
580,"Crickets ",11
580,"Storm",5
580,"Dog",4
581,"Bones",35
581,"Toys",16
581,"Biscuits",14
581,"Other Dogs",10
581,"Fire Hydrant",9
581,"Dog Food",8
582,"Gum",52
582,"Sole",26
582,"Lint",12
582,"Taps",3
582,"Heel",3
582,"Dog Poo",3
583,"Single?",38
583,"Who They’re With",23
583,"Still Look Good",14
583,"Still Think Of Me",10
583,"Have Kids?",7
583,"Doing Well?",5
584,"Photos",44
584,"Toys",19
584,"Blanket",11
584,"Baby Teeth",7
584,"Clothes",7
584,"Doll",6
585,"Jesus",52
585,"Mary",21
585,"Angel",10
585,"Joseph",4
585,"Wise Men",3
585,"Donkey",3
586,"Campaign",46
586,"Give Speeches",16
586,"Make Posters",10
586,"Shake Hands",8
586,"Say Hello",7
586,"Draft Platform",6
587,"Kevorkian",48
587,"Jekyll",14
587,"Suess",13
587,"Dolittle",8
587,"Spock",7
587,"Dre",4
588,"Wear Extra Clothes",31
588,"Wrap In A Blanket",20
588,"Light A Fire",16
588,"Cuddle Up",14
588,"Take A Bath",9
588,"Drink Something Hot",8
589,"Striking Out",31
589,"Fetting Hurt",16
589,"Getting Hit By A Ball",15
589,"Drug Testing",12
589,"Losing A Game",11
589,"Dropping Ball",8
590,"Anesthetic",42
590,"Wash Hands",27
590,"My Name",7
590,"Procedure",6
590,"Rubber Gloves",5
590,"Drugs",5
591,"Bleached Hair",54
591,"Tights",24
591,"Boa",10
591,"Tan",4
591,"Bandana",3
591,"Earring",3
592,"Head",41
592,"Throat",16
592,"Feet",15
592,"Neck",10
592,"Back",4
592,"Ears",4
593,"Drive",40
593,"Dishes",14
593,"Massage",12
593,"Clap",11
593,"Cook",10
593,"Eat",6
594,"Kiss Your Date",25
594,"Drugs/Drinking",21
594,"Pose Nude",18
594,"Get Arrested",16
594,"Cheat/Divorce",10
594,"Eat Fast Food",5
595,"Gamble",61
595,"Drink",15
595,"Get Married",9
595,"See A Show",5
595,"Shop",4
595,"Eat Too much",4
596,"Noodles",28
596,"Meat/Fish",25
596,"Cheese",23
596,"Green Beans",11
596,"Cream",9
596,"Eggs",4
597,"Smile",50
597,"Kiss",32
597,"Pose",5
597,"Hold Hands",3
597,"Dress Up",3
597,"Embrace",3
598,"Friends",34
598,"Clothes",33
598,"Free Time",9
598,"Acne",9
598,"Music",7
598,"Emotions",5
599,"DVD",49
599,"Cable",25
599,"Video game",9
599,"Antenna",6
599,"Satelite Dish",4
599,"Entertainment Centre",2
600,"Astro",30
600,"Elroy",20
600,"Spaceships",19
600,"Future",9
600,"Technology",8
600,"Epp Opp Ork Ah Ah",8
601,"No Food",36
601,"Spoiled Food",24
601,"Frost",11
601,"Empty Ice Tray",10
601,"Food Is Thawed",9
601,"Exploded Can",7
602,"Lipstick",31
602,"Blush",20
602,"Foundation",14
602,"Eye Shadow",13
602,"Mascara",11
602,"Eyeliner",7
603,"Hair",49
603,"Home/Rooms",26
603,"Car",11
603,"Clothes/Shoes",4
603,"Drapes",3
603,"Eyes",2
604,"Shoes",30
604,"Car",22
604,"Hair",15
604,"Bathing Suit",14
604,"Food",11
604,"Eyes",7
605,"Lovesickness",31
605,"Horse",20
605,"Dog",18
605,"Cowboys",10
605,"Truck",10
605,"Farm",9
606,"Rock’n Roll",26
606,"Hair ",19
606,"Graceland",16
606,"Blue Suede Shoes",15
606,"Dancing Hips",12
606,"Fashion Sense",5
607,"Cheeks",48
607,"Legs",32
607,"Belly",7
607,"Arms",5
607,"Hands",3
607,"Feet",3
608,"Running",33
608,"Swimming",19
608,"Skiing",15
608,"Lomg Jump",10
608,"Gymnastics",9
608,"Figure Skating",8
609,"Type",60
609,"Use A Computer",14
609,"Take Shorthand",7
609,"Make Copies",6
609,"Make Coffee",3
609,"File",3
610,"Rub Them Together",39
610,"Breathe On Them",21
610,"Gloves/Mittens",16
610,"Under Warm Water",10
610,"Use Pockets",6
610,"Fire Place/Heater",5
611,"Laundry",36
611,"Dishes",22
611,"Cooking",19
611,"Fixing Car",8
611,"Mowing Lawn",5
611,"Fixing Toilet",3
612,"Ticket",31
612,"Bugs",24
612,"Bird Droppings",21
612,"Snow",8
612,"A Crack",7
612,"Fliers",6
613,"Cart Wheel",37
613,"Somersault",34
613,"Tumbling",7
613,"Flip",7
613,"Balance Beam",5
613,"Flip",4
614,"Barking",51
614,"Grow A Tail",14
614,"Growing Fur",12
614,"Need T Scratch",7
614,"Fetch",6
614,"Floppy Ears",2
615,"Bakery",34
615,"Restaurant",30
615,"Fish Market",13
615,"Sewage Treatment",9
615,"Coffee Shop",6
615,"Florist",5
616,"Mail",45
616,"Pizza",36
616,"Newspaper",5
616,"Package",5
616,"Baby",4
616,"Flowers",3
617,"Rabbit",51
617,"Humans",14
617,"Cats",8
617,"Frogs",8
617,"Dogs",5
617,"Flowers",5
618,"Cake Top",63
618,"Pictures",11
618,"Ring",8
618,"Dress",6
618,"Matchbook",3
618,"Flowers",3
619,"Money",47
619,"Love",34
619,"Family",7
619,"Friends",5
619,"Health",3
619,"Food",3
620,"Bike",29
620,"Videogames",25
620,"Toy Car",14
620,"Ipod",11
620,"GI Joe",9
620,"Football",5
621,"Snake",39
621,"Alligator/Crocodile",24
621,"Elephant",16
621,"Turtle",7
621,"Lizard",6
621,"Frog/Toad",5
622,"Shuffle",43
622,"Play Poker",24
622,"Play Solitaire",10
622,"Deal",7
622,"Do Tricks",6
622,"Gamble",3
623,"Toy",24
623,"Blanket",20
623,"Pet",18
623,"Teddy Bear",13
623,"Tooth",10
623,"Game",9
624,"Travel",37
624,"Get More Rest",18
624,"Golf",16
624,"Fish",13
624,"Read",6
624,"Garden",3
625,"Their Age",60
625,"Their looks",16
625,"How Much They Weigh",7
625,"Occupation",5
625,"Marital Status",5
625,"Gender",4
626,"Goldfish",42
626,"Kitten",14
626,"Bunny",12
626,"Hamster",10
626,"Turtle",8
626,"Gerbil",6
627,"Perform At Concert",34
627,"Throw A Party",27
627,"Spend Money",16
627,"Travel",8
627,"Get Dates",7
627,"Get A Paycheck",4
628,"Crash It",51
628,"Drink",17
628,"Bad Grades",11
628,"Speed",10
628,"Stay Out Late",6
628,"Get A Ticket",3
629,"Rich",28
629,"Fame",24
629,"Meet Other Stars",15
629,"Free Movies",12
629,"Huge House",11
629,"Get Roles",9
630,"Only Skin Deep",30
630,"In Eye Of Beholder",23
630,"It Fades",18
630,"It’s On The Inside",14
630,"All Beauty No Brains",8
630,"Gets You Further",3
631,"Sell Pictures",31
631,"Hide Them",21
631,"Big Party",20
631,"Weird Names",15
631,"Hire Nanny",4
631,"Give Interview",3
632,"Silent Treatment",45
632,"Yell",29
632,"Pout/Frown",7
632,"Slam Doors",4
632,"Roll Eyes",4
632,"Glare",3
633,"Fingernail/Finger",32
633,"Tongue/Lip",23
633,"Partner’s Neck",20
633,"Pen/Pencil",11
633,"Plastic/Wrapper",6
633,"Glasses",5
634,"Swim",28
634,"Play Games",23
634,"Arts & Crafts",19
634,"Sing Songs",14
634,"Hike",9
634,"Go Fishing",7
635,"Racoon",44
635,"Rat",21
635,"Dog",13
635,"Pig",6
635,"Bear",5
635,"Goat",4
636,"Shaquille O’Neil",25
636,"Paul Bunyan",23
636,"Abe Lincoln",23
636,"Andre The Giant",7
636,"Michael Jordan",6
636,"Goliath",4
637,"Bad Language",31
637,"Crying During Movie",17
637,"Violence",16
637,"Sex Scene",14
637,"Talking",7
637,"Got Sick",7
638,"Job",59
638,"Money",20
638,"Weight",9
638,"How Many Kids",4
638,"Marital Status",4
638,"Grades",3
639,"Academy Awards",33
639,"Maids",25
639,"Home Theatre",22
639,"Swimming Pool",5
639,"Expensive Artwork",5
639,"Grand Piano",4
640,"Economical Car",36
640,"House/Improvement",26
640,"Stocks/Savings Plan",15
640,"washer/Appliance",9
640,"Insurance",6
640,"Groceries",5
641,"School",28
641,"Mall",26
641,"Sports Game",21
641,"Park",12
641,"Car Dealership",6
641,"Grocery Store",5
642,"Rolls",32
642,"French Toast",25
642,"Cookies",21
642,"Apple Pie",14
642,"Candles",3
642,"Gum/Candy",3
643,"Socks/Stockings",27
643,"Under Shirt/T Shirt",23
643,"Jacket",21
643,"Scarf",8
643,"Thermals",7
643,"Hat",4
644,"Shop",33
644,"Sleep",23
644,"Play Golf",21
644,"Lay Around",15
644,"Travel",5
644,"Have Parties",3
645,"Sandals",65
645,"Slippers",11
645,"Loafers",9
645,"Boots",5
645,"Clogs",4
645,"Heels",3
646,"Age",46
646,"Name",22
646,"Phone Number",10
646,"Sex",9
646,"Status",4
646,"Height",3
647,"Red Nose Reindeer",40
647,"Frosty The Snowman",38
647,"Santa’s Comin To Town",8
647,"Mean One Mr Grinch",7
647,"Grandma Got Run Over",3
647,"Here Comes Santa",3
648,"Snickers",41
648,"Butterfingers",22
648,"Chunky",13
648,"Mars",8
648,"Mounds",7
648,"Hershey",7
649,"Getting A Shot",34
649,"Violence & Movie",20
649,"Upset/Hurt",15
649,"Tooth Pulled",12
649,"Sopping Trip",8
649,"Hiding A Gift",8
650,"High School",30
650,"High Five",24
650,"High Roller",15
650,"High Noon",14
650,"Highway",9
650,"High Heels",5
651,"VCR",29
651,"Typewriter",25
651,"Record Player",13
651,"Radio",13
651,"Pader",11
651,"Home Telephone",6
652,"Appearance",29
652,"Kissing Ability",25
652,"Romance",18
